,Ages,Area,Baths,Condition,Floor,Garages,Location3,Stratum,Rooms,FormatedPrice
15346,Más de 30 años,236,4,Bueno,2º,2, Norte,5,4,1100000000.0
15354,1 a 8 años,1050,4,Excelente,3º,2, Noroccidente,5,4,1100000000.0
15355,Menos de 1 año,245,2,,,, Noroccidente,5,3,1100000000.0
15362,16 a 30 años,260,4,Excelente,,4, Noroccidente,5,5,1100000000.0
15363,Más de 30 años,250,3,,,3, Noroccidente,5,4,1100000000.0
15364,16 a 30 años,280,4,Bueno,1º,2, Norte,5,2,1100000000.0
15369,16 a 30 años,255,4,Excelente,2º,3, Norte,5,4,1100000000.0
15374,16 a 30 años,300,4,Bueno,2º,3, Noroccidente,3,3,1100000000.0
15377,16 a 30 años,194,5,Excelente,,, Noroccidente,5,5,1100000000.0
15378,Más de 30 años,315,4,Bueno,7º,4, Norte,6,3,1100000000.0
15379,16 a 30 años,355,4,,,5, Norte,4,2,1100000000.0
15383,16 a 30 años,223,5,Excelente,3º,3, Noroccidente,6,4,1100000000.0
15385,16 a 30 años,250,4,Remodelar,,2, Noroccidente,3,3,1100000000.0
15386,16 a 30 años,347,5,Excelente,1º,3, Occidente,4,8,1100000000.0
15394,Más de 30 años,220,4,Bueno,Otros,3, Norte,5,5,1100000000.0
15397,16 a 30 años,300,4,Bueno,2º,3, Noroccidente,5,5,1100000000.0
15400,16 a 30 años,179,4,Excelente,1º,3, Norte,5,3,1100000000.0
15403,16 a 30 años,300,3,Bueno,1º,3, Noroccidente,5,4,1100000000.0
15407,16 a 30 años,253,4,Bueno,,3, Norte,5,4,1100500000.0
15408,16 a 30 años,197,4,Bueno,,3, Noroccidente,4,4,1100500000.0
15409,Más de 30 años,281,5,Excelente,3º,4, Noroccidente,4,7,1110000000.0
15411,16 a 30 años,300,4,Bueno,2º,3, Noroccidente,5,4,1120000000.0
15412,1 a 8 años,762,3,Excelente,1º,3, Noroccidente,5,3,1120000000.0
15415,Más de 30 años,291,5,Bueno,3º,2, Norte,6,4,1123000000.0
15422,16 a 30 años,183,3,Bueno,,2, Noroccidente,5,3,1140000000.0
15434,1 a 8 años,350,4,Excelente,2º,2, Noroccidente,4,5,1150000000.0
15440,9 a 15 años,230,5,Bueno,2º,4, Noroccidente,5,4,1150000000.0
15441,9 a 15 años,340,5,Excelente,2º,4, Norte,5,5,1150000000.0
15444,1 a 8 años,231,4,Bueno,,3, Noroccidente,6,4,1150000000.0
15451,9 a 15 años,261,3,Excelente,,4, Noroccidente,5,5,1150000000.0
15452,9 a 15 años,190,3,Excelente,,4, Occidente,4,4,1150000000.0
15457,16 a 30 años,346,4,Bueno,4º,4, Noroccidente,5,7,1150000000.0
15458,9 a 15 años,254,6,Bueno,3º,3, Noroccidente,6,6,1150000000.0
15459,16 a 30 años,208,4,Excelente,,4, Noroccidente,5,4,1150000000.0
15462,Más de 30 años,310,4,Excelente,2º,4, Noroccidente,5,4,1150000000.0
15463,1 a 8 años,380,4,Excelente,2º,2, Occidente,4,4,1150000000.0
15469,Más de 30 años,420,4,,,3, Noroccidente,5,4,1150000000.0
15470,Más de 30 años,200,3,Remodelar,2º,5, Noroccidente,5,4,1150000000.0
15474,9 a 15 años,340,4,Excelente,2º,4, Noroccidente,5,4,1150000000.0
15475,9 a 15 años,262,5,Excelente,1º,5, Noroccidente,6,4,1150000000.0
15493,9 a 15 años,259,6,Excelente,,, Norte,4,7,1170000000.0
15495,Menos de 1 año,239,5,Excelente,,2, Norte,6,3,1170000000.0
15498,16 a 30 años,300,5,Excelente,2º,2, Noroccidente,5,4,1170000000.0
15520,16 a 30 años,300,5,Excelente,1º,4, Noroccidente,5,4,1185000000.0
15530,1 a 8 años,320,3,Excelente,Otros,2, Noroccidente,5,5,1190000000.0
15532,16 a 30 años,320,3,Bueno,,4, Noroccidente,5,4,1190000000.0
15540,Más de 30 años,379,3,Bueno,,1, Norte,4,4,1199000000.0
15545,Más de 30 años,339,6,Bueno,2º,3, Norte,5,4,1200000000.0
15546,1 a 8 años,300,4,Bueno,3º,, Occidente,3,6,1200000000.0
15549,9 a 15 años,420,7,Excelente,,, Occidente,3,10,1200000000.0
15556,9 a 15 años,260,4,Excelente,1º,3, Noroccidente,5,4,1200000000.0
15561,Más de 30 años,446,0,,,, Occidente,4,0,1200000000.0
15564,16 a 30 años,295,6,,,2, Norte,4,6,1200000000.0
15566,Más de 30 años,25000,5,Excelente,2º,5, Chapinero,4,6,1200000000.0
15567,16 a 30 años,367,3,Bueno,3º,5, Chapinero,4,8,1200000000.0
15568,Más de 30 años,25000,5,Excelente,2º,5, Chapinero,4,6,1200000000.0
15571,16 a 30 años,258,2,Bueno,1º,3, Occidente,4,5,1200000000.0
15573,16 a 30 años,320,9,,,1, Occidente,3,7,1200000000.0
15576,9 a 15 años,340,3,Excelente,2º,3, Noroccidente,5,4,1200000000.0
15577,Más de 30 años,241,0,Excelente,2º,1, Chapinero,4,10,1200000000.0
15578,Más de 30 años,356,10,Bueno,4º,, Centro,3,15,1200000000.0
15584,16 a 30 años,258,5,Excelente,2º,2, Occidente,5,5,1200000000.0
15592,Más de 30 años,526,9,Bueno,4º,3, Sur,3,7,1200000000.0
15593,Más de 30 años,370,5,,3º,2, Chapinero,4,6,1200000000.0
15596,9 a 15 años,410,5,Excelente,,3, Occidente,4,8,1200000000.0
15598,Más de 30 años,248,5,Excelente,2º,3, Occidente,4,5,1200000000.0
15599,Más de 30 años,175,3,,,2, Noroccidente,5,3,1200000000.0
15601,Más de 30 años,526,9,Bueno,3º,3, Sur,3,7,1200000000.0
15602,9 a 15 años,730,5,Bueno,3º,4, Noroccidente,5,4,1200000000.0
15603,16 a 30 años,220,5,Excelente,2º,2, Noroccidente,5,4,1200000000.0
15604,16 a 30 años,258,5,Excelente,2º,2, Occidente,5,5,1200000000.0
15606,16 a 30 años,260,2,Bueno,,1, Norte,4,3,1200000000.0
15607,Más de 30 años,300,5,,,3, Occidente,4,6,1200000000.0
15617,Menos de 1 año,417,7,Excelente,1º,5, Chapinero,4,14,1200000000.0
15618,Más de 30 años,614,4,Remodelar,1º,1, Centro,2,5,1200000000.0
15619,16 a 30 años,286,5,Bueno,2º,4, Noroccidente,5,5,1200000000.0
15621,Más de 30 años,315,3,Bueno,,4, Norte,6,3,1200000000.0
15626,16 a 30 años,408,3,Bueno,,2, Noroccidente,4,9,1200000000.0
15627,16 a 30 años,310,4,Remodelar,,4, Noroccidente,6,4,1200000000.0
15630,16 a 30 años,167,2,,,, Noroccidente,4,2,1200000000.0
15631,16 a 30 años,258,5,Excelente,2º,2, Occidente,5,5,1200000000.0
15632,16 a 30 años,526,9,Excelente,4º,3, Sur,3,7,1200000000.0
15633,Más de 30 años,347,4,Bueno,2º,1, Chapinero,4,5,1200000000.0
15635,Más de 30 años,308,6,Excelente,Otros,2, Occidente,4,10,1200000000.0
15637,Más de 30 años,140,2,Remodelar,2º,, Sur,3,5,1200000000.0
15638,16 a 30 años,203,5,Bueno,,2, Norte,5,3,1200000000.0
15639,Menos de 1 año,417,7,Excelente,1º,5, Chapinero,4,14,1200000000.0
15643,16 a 30 años,230,4,Excelente,3º,4, Noroccidente,6,5,1200000000.0
15644,Menos de 1 año,220,5,,,2, Noroccidente,5,4,1200000000.0
15647,Más de 30 años,400,5,Bueno,,2, Chapinero,4,5,1200000000.0
15648,Más de 30 años,296,4,Excelente,2º,2, Noroccidente,4,6,1200000000.0
15650,Más de 30 años,324,2,Excelente,2º,1, Chapinero,4,3,1200000000.0
15662,16 a 30 años,144,3,Bueno,,2, Occidente,4,3,1215000000.0
15672,Más de 30 años,486,4,Bueno,,3, Norte,5,4,1248000000.0
15681,1 a 8 años,284,6,Excelente,5º,4, Norte,5,5,1250000000.0
15682,1 a 8 años,284,6,Excelente,5º,4, Norte,5,5,1250000000.0
15686,16 a 30 años,330,4,,,4, Norte,5,4,1250000000.0
15688,1 a 8 años,420,10,,,, Centro,3,10,1250000000.0
15694,Más de 30 años,280,5,Excelente,2º,3, Occidente,4,6,1250000000.0
15695,Más de 30 años,300,2,Remodelar,2º,1, Noroccidente,3,2,1250000000.0
15697,Más de 30 años,300,2,Remodelar,2º,1, Noroccidente,3,2,1250000000.0
15699,Más de 30 años,265,5,Bueno,2º,4, Occidente,4,5,1250000000.0
15700,16 a 30 años,330,4,,,4, Norte,5,4,1250000000.0
15701,16 a 30 años,350,4,Remodelar,3º,4, Noroccidente,5,5,1250000000.0
15702,Más de 30 años,311,3,Bueno,,2, Noroccidente,6,4,1250000000.0
15704,9 a 15 años,286,7,Excelente,,3, Noroccidente,5,6,1250000000.0
15706,Más de 30 años,300,3,Bueno,1º,2, Noroccidente,5,4,1250000000.0
15711,Más de 30 años,543,3,Bueno,,6, Sur,3,9,1250000000.0
15712,Más de 30 años,270,4,Bueno,2º,2, Norte,6,3,1250000000.0
15713,Más de 30 años,300,4,Bueno,,2, Noroccidente,4,5,1250000000.0
15720,16 a 30 años,290,3,Excelente,,1, Chapinero,6,0,1250000000.0
15722,Más de 30 años,300,2,Remodelar,2º,1, Noroccidente,3,2,1250000000.0
15734,Más de 30 años,245,5,Excelente,,2, Noroccidente,4,4,1265000000.0
15740,16 a 30 años,150,2,,,2, Norte,6,3,1280000000.0
15742,16 a 30 años,330,5,,,4, Chapinero,4,5,1280000000.0
15752,Más de 30 años,248,4,Bueno,,2, Noroccidente,6,4,1280000000.0
15763,9 a 15 años,153,2,,,2, Norte,6,3,1280000000.0
15765,9 a 15 años,153,3,Excelente,,2, Norte,6,3,1280000000.0
15766,Más de 30 años,400,5,Bueno,,4, Noroccidente,5,4,1287500000.0
15768,Más de 30 años,371,5,,,2, Noroccidente,5,4,1290000000.0
15771,16 a 30 años,371,4,Bueno,,2, Norte,5,4,1290000000.0
15784,16 a 30 años,283,5,Bueno,,2, Noroccidente,6,4,1295000001.0
15789,Más de 30 años,336,6,Bueno,2º,, Noroccidente,5,4,1300000000.0
15790,1 a 8 años,285,4,Excelente,1º,2, Noroccidente,4,3,1300000000.0
15793,9 a 15 años,286,6,Excelente,3º,, Noroccidente,5,5,1300000000.0
15795,Más de 30 años,297,5,Excelente,1º,4, Occidente,4,4,1300000000.0
15798,1 a 8 años,273,5,Excelente,,2, Noroccidente,6,5,1300000000.0
15800,Más de 30 años,270,4,Bueno,,, Occidente,3,6,1300000000.0
15804,16 a 30 años,306,6,Excelente,2º,4, Norte,4,5,1300000000.0
15805,16 a 30 años,192,5,Excelente,3º,3, Noroccidente,4,5,1300000000.0
15808,Más de 30 años,200,12,Remodelar,4º,, Noroccidente,4,10,1300000000.0
15809,16 a 30 años,851,3,Bueno,,Más de 10, Occidente,3,5,1300000000.0
15814,Más de 30 años,173,3,Bueno,2º,2, Centro,5,3,1300000000.0
15817,9 a 15 años,700,4,Excelente,2º,4, Noroccidente,6,3,1300000000.0
15819,Más de 30 años,286,5,Excelente,2º,5, Norte,5,5,1300000000.0
15823,1 a 8 años,284,4,Excelente,5º,4, Norte,6,5,1300000000.0
15828,Más de 30 años,286,3,Remodelar,2º,2, Norte,5,4,1300000000.0
15829,Más de 30 años,336,6,,,, Chapinero,3,8,1300000000.0
15833,Más de 30 años,399,5,Bueno,,3, Noroccidente,5,11,1300000000.0
15836,Más de 30 años,383,3,Bueno,,4, Noroccidente,6,5,1300000000.0
15837,9 a 15 años,283,6,Excelente,4º,2, Noroccidente,6,5,1300000000.0
15842,Más de 30 años,383,3,Bueno,,4, Noroccidente,6,5,1300000000.0
15845,16 a 30 años,241,2,,,1, Chapinero,6,3,1300000000.0
15846,9 a 15 años,540,5,Excelente,4º,2, Sur,3,5,1300000000.0
15847,9 a 15 años,220,4,,,3, Norte,6,3,1300000000.0
15852,1 a 8 años,285,4,Excelente,1º,2, Noroccidente,4,3,1300000000.0
15854,16 a 30 años,240,3,Excelente,3º,2, Norte,6,3,1300000000.0
15856,Menos de 1 año,640,8,Excelente,5º,7, Occidente,3,15,1300000000.0
15860,1 a 8 años,330,2,Excelente,Otros,1, Occidente,4,6,1300000000.0
15863,Más de 30 años,340,5,Excelente,3º,3, Noroccidente,5,4,1300000000.0
15864,Más de 30 años,240,4,Excelente,,4, Noroccidente,5,5,1300000000.0
15865,9 a 15 años,286,6,Excelente,3º,3, Noroccidente,5,5,1300000000.0
15869,9 a 15 años,351,7,Excelente,2º,4, Noroccidente,5,4,1300000001.0
15870,16 a 30 años,481,5,Bueno,3º,2, Norte,6,4,1300000001.0
15871,9 a 15 años,351,7,Excelente,2º,4, Noroccidente,5,4,1300000001.0
15872,16 a 30 años,346,4,Bueno,,4, Norte,5,4,1310000000.0
15889,16 a 30 años,295,5,Bueno,,2, Noroccidente,6,4,1349000000.0
15897,16 a 30 años,397,5,Excelente,1º,4, Noroccidente,5,5,1350000000.0
15899,Menos de 1 año,700,2,Excelente,5º,1, Occidente,3,3,1350000000.0
15902,9 a 15 años,250,4,Excelente,1º,2, Noroccidente,5,4,1350000000.0
15903,Más de 30 años,492,6,Bueno,,1, Chapinero,4,5,1350000000.0
15909,Menos de 1 año,700,2,Excelente,5º,1, Occidente,3,3,1350000000.0
15912,16 a 30 años,277,5,Bueno,2º,4, Norte,6,6,1350000000.0
15916,Más de 30 años,260,3,Excelente,2º,2, Noroccidente,5,5,1350000000.0
15920,Más de 30 años,193,4,Bueno,3º,2, Noroccidente,4,3,1350000000.0
15932,16 a 30 años,213,5,Excelente,,4, Norte,6,5,1350000000.0
15935,16 a 30 años,252,5,Excelente,2º,4, Noroccidente,6,5,1350000000.0
15936,16 a 30 años,254,3,Remodelar,Otros,2, Norte,6,5,1350000000.0
15940,Más de 30 años,185,4,Bueno,,2, Norte,6,3,1350000000.0
15941,Más de 30 años,364,7,Remodelar,2º,4, Noroccidente,5,6,1350000000.0
15942,16 a 30 años,430,0,Bueno,,, Occidente,4,0,1350000000.0
15943,16 a 30 años,267,5,Excelente,2º,3, Noroccidente,5,3,1350000000.0
15944,Más de 30 años,185,4,Bueno,,2, Norte,6,3,1350000000.0
15945,Más de 30 años,380,4,Bueno,,6, Noroccidente,6,4,1350000000.0
15947,Más de 30 años,364,5,,2º,3, Noroccidente,5,4,1350000000.0
15950,16 a 30 años,340,4,Excelente,,4, Norte,6,12,1350000000.0
15952,Más de 30 años,200,3,Bueno,,4, Norte,5,5,1350000000.0
15971,9 a 15 años,231,5,Excelente,,4, Noroccidente,5,4,1380000000.0
15973,9 a 15 años,308,4,Bueno,,7, Norte,6,3,1380000000.0
15976,16 a 30 años,371,6,Excelente,2º,3, Noroccidente,,4,1380000000.0
15978,Más de 30 años,296,3,Excelente,3º,2, Noroccidente,5,3,1390000000.0
15979,9 a 15 años,800,5,Excelente,2º,4, Noroccidente,6,4,1390000000.0
15986,16 a 30 años,650,4,Bueno,3º,2, Chapinero,4,8,1395000000.0
15989,Más de 30 años,225,5,Excelente,,1, Norte,6,4,1400000000.0
15990,Más de 30 años,381,3,Bueno,,4, Noroccidente,6,4,1400000000.0
15998,Más de 30 años,381,3,Bueno,,4, Noroccidente,6,4,1400000000.0
16001,16 a 30 años,282,6,Excelente,,, Norte,6,0,1400000000.0
16004,16 a 30 años,324,4,Bueno,2º,4, Noroccidente,5,4,1400000000.0
16005,Más de 30 años,334,6,Remodelar,2º,2, Chapinero,4,7,1400000000.0
16006,1 a 8 años,273,5,Excelente,3º,3, Noroccidente,6,3,1400000000.0
16009,Más de 30 años,387,4,Excelente,1º,2, Noroccidente,4,5,1400000000.0
16022,Más de 30 años,334,6,Remodelar,2º,2, Chapinero,4,7,1400000000.0
16024,Más de 30 años,306,4,,,, Noroccidente,4,4,1400000000.0
16025,16 a 30 años,338,5,Excelente,1º,4, Occidente,4,5,1400000000.0
16026,9 a 15 años,269,5,Bueno,,3, Noroccidente,6,4,1400000000.0
16030,Más de 30 años,310,4,Bueno,,, Centro,2,5,1400000000.0
16040,Más de 30 años,387,4,Excelente,1º,2, Noroccidente,4,5,1400000000.0
16041,9 a 15 años,490,8,Bueno,5º,, Occidente,2,0,1400000000.0
16045,16 a 30 años,360,4,Bueno,2º,6, Noroccidente,5,4,1400000000.0
16047,Más de 30 años,334,6,Remodelar,2º,2, Chapinero,4,7,1400000000.0
16048,Más de 30 años,334,6,Remodelar,2º,2, Chapinero,4,7,1400000000.0
16053,9 a 15 años,580,6,Excelente,,, Noroccidente,3,6,1400000000.0
16054,16 a 30 años,216,3,Bueno,,2, Norte,6,3,1400000000.0
16061,1 a 8 años,240,3,Excelente,2º,2, Norte,5,4,1400000000.0
16067,16 a 30 años,380,5,Excelente,,6, Noroccidente,6,5,1417000000.0
16068,16 a 30 años,250,4,,,4, Noroccidente,6,3,1420000000.0
16069,1 a 8 años,203,5,Bueno,,4, Noroccidente,6,3,1420000000.0
16070,16 a 30 años,320,5,Excelente,3º,3, Noroccidente,6,4,1420000000.0
16071,Más de 30 años,259,5,,,2, Norte,6,4,1420000000.0
16072,16 a 30 años,1600,5,Excelente,1º,4, Noroccidente,Campestre,4,1425000000.0
16074,1 a 8 años,220,4,Bueno,,3, Norte,4,3,1430000000.0
16080,1 a 8 años,350,5,Remodelar,3º,1, Occidente,5,6,1450000000.0
16081,Más de 30 años,357,4,,,1, Norte,5,4,1450000000.0
16083,9 a 15 años,308,5,Excelente,,Más de 10, Noroccidente,6,3,1450000000.0
16084,16 a 30 años,309,4,Excelente,2º,4, Noroccidente,5,3,1450000000.0
16086,Más de 30 años,290,4,Excelente,,, Noroccidente,5,3,1450000000.0
16087,16 a 30 años,160,3,Excelente,,, Norte,5,4,1450000000.0
16092,9 a 15 años,300,5,Bueno,3º,3, Noroccidente,6,4,1450000000.0
16094,16 a 30 años,409,4,Excelente,2º,3, Noroccidente,4,4,1450000000.0
16096,16 a 30 años,160,3,Excelente,,, Norte,5,4,1450000000.0
16101,16 a 30 años,160,3,Excelente,,, Norte,5,4,1450000000.0
16102,16 a 30 años,520,7,Bueno,1º,6, Noroccidente,5,5,1450000000.0
16106,16 a 30 años,160,3,Excelente,,, Norte,5,4,1450000000.0
16112,16 a 30 años,294,5,Bueno,1º,4, Occidente,5,4,1450000000.0
16113,16 a 30 años,250,4,,,2, Noroccidente,5,3,1450000000.0
16114,Más de 30 años,405,5,Bueno,2º,4, Norte,5,4,1450000000.0
16121,16 a 30 años,160,3,Excelente,,, Norte,5,4,1450000000.0
16122,Más de 30 años,290,4,Excelente,,4, Noroccidente,5,3,1450000000.0
16123,Más de 30 años,620,3,Remodelar,3º,2, Chapinero,4,7,1450000000.0
16129,Más de 30 años,445,3,Bueno,,3, Norte,4,4,1469500000.0
16138,Más de 30 años,275,4,Bueno,,2, Norte,6,4,1488000000.0
16145,9 a 15 años,480,6,Excelente,3º,4, Noroccidente,5,4,1490000000.0
16151,16 a 30 años,336,0,Bueno,,, Centro,3,0,1499900000.0
16154,Más de 30 años,216,5,Excelente,,4, Norte,6,4,1500000000.0
16159,Más de 30 años,295,4,Excelente,1º,5, Noroccidente,5,5,1500000000.0
16166,Más de 30 años,359,2,,,, Occidente,4,0,1500000000.0
16168,16 a 30 años,400,4,Excelente,1º,4, Noroccidente,6,4,1500000000.0
16172,9 a 15 años,346,4,Excelente,,2, Noroccidente,5,4,1500000000.0
16175,16 a 30 años,320,3,Bueno,2º,1, Norte,5,5,1500000000.0
16177,16 a 30 años,321,6,Excelente,3º,6, Noroccidente,6,3,1500000000.0
16178,16 a 30 años,196,5,Bueno,2º,, Occidente,4,4,1500000000.0
16182,Más de 30 años,289,3,Bueno,,10, Norte,5,8,1500000000.0
16183,Más de 30 años,420,0,Bueno,,, Chapinero,3,0,1500000000.0
16184,16 a 30 años,490,5,Bueno,,3, Norte,5,5,1500000000.0
16189,Más de 30 años,200,4,Excelente,2º,1, Occidente,4,8,1500000000.0
16191,16 a 30 años,365,4,Excelente,3º,4, Noroccidente,6,5,1500000000.0
16192,Más de 30 años,487,5,,,2, Chapinero,4,8,1500000000.0
16193,Más de 30 años,164,3,,,1, Norte,6,4,1500000000.0
16194,Más de 30 años,360,5,Excelente,1º,3, Noroccidente,5,5,1500000000.0
16202,16 a 30 años,320,5,Excelente,2º,4, Noroccidente,6,4,1500000000.0
16204,1 a 8 años,452,6,Excelente,3º,4, Occidente,4,5,1500000000.0
16205,Más de 30 años,478,4,Bueno,Otros,1, Occidente,4,5,1500000000.0
16211,Más de 30 años,356,4,Excelente,2º,3, Norte,5,5,1500000000.0
16213,Más de 30 años,210,6,,,1, Chapinero,5,10,1500000000.0
16214,Más de 30 años,487,5,,,2, Chapinero,4,8,1500000000.0
16215,9 a 15 años,256,5,Bueno,,3, Norte,6,3,1500000000.0
16217,16 a 30 años,249,5,Bueno,4º,2, Norte,6,3,1500000000.0
16218,Más de 30 años,228,5,Bueno,1º,4, Noroccidente,5,3,1500000000.0
16220,1 a 8 años,290,5,Bueno,,4, Noroccidente,6,3,1500000000.0
16221,16 a 30 años,375,5,Excelente,2º,2, Occidente,4,5,1500000000.0
16227,Más de 30 años,559,7,Bueno,,2, Sur,3,11,1500000000.0
16229,9 a 15 años,369,6,Excelente,,2, Noroccidente,5,4,1500000000.0
16232,16 a 30 años,321,6,Excelente,3º,6, Noroccidente,6,3,1500000000.0
16234,16 a 30 años,390,5,Bueno,,4, Noroccidente,6,3,1500000000.0
16235,Más de 30 años,584,8,Remodelar,1º,, Centro,3,9,1500000000.0
16252,16 a 30 años,370,6,Excelente,,10, Noroccidente,6,5,1550000000.0
16253,16 a 30 años,251,4,Excelente,2º,2, Norte,6,5,1550000000.0
16256,Más de 30 años,290,4,Bueno,2º,3, Noroccidente,5,4,1550000000.0
16257,16 a 30 años,360,4,Bueno,3º,6, Noroccidente,5,4,1550000000.0
16271,Más de 30 años,300,5,Bueno,,4, Norte,6,4,1550000000.0
16290,Más de 30 años,374,4,Bueno,,2, Noroccidente,5,4,1590000000.0
16293,Más de 30 años,374,4,Bueno,,2, Noroccidente,5,4,1590000000.0
16295,Más de 30 años,693,6,Bueno,4º,1, Centro,3,9,1599999999.0
16300,Más de 30 años,350,8,Excelente,4º,, Centro,1,8,1600000000.0
16302,Más de 30 años,478,3,,,2, Centro,4,4,1600000000.0
16304,16 a 30 años,277,4,Excelente,2º,5, Norte,6,5,1600000000.0
16309,Más de 30 años,350,8,Excelente,4º,, Centro,1,8,1600000000.0
16311,16 a 30 años,409,3,,1º,2, Norte,4,4,1600000000.0
16312,16 a 30 años,277,4,Excelente,2º,5, Norte,6,5,1600000000.0
16314,16 a 30 años,242,5,Excelente,,3, Norte,6,4,1600000000.0
16315,16 a 30 años,540,5,Bueno,3º,2, Norte,5,5,1600000000.0
16316,9 a 15 años,405,5,Excelente,1º,4, Norte,4,6,1600000000.0
16318,9 a 15 años,300,4,Excelente,1º,4, Noroccidente,6,3,1600000000.0
16319,16 a 30 años,325,3,Bueno,,3, Occidente,5,4,1600000000.0
16320,9 a 15 años,372,4,Bueno,,10, Norte,6,4,1600000000.0
16322,Más de 30 años,260,3,Excelente,,1, Chapinero,4,4,1600000000.0
16323,16 a 30 años,337,4,,,3, Noroccidente,6,4,1600000000.0
16325,9 a 15 años,385,4,Excelente,,5, Noroccidente,6,3,1600000000.0
16329,1 a 8 años,308,5,Excelente,2º,6, Norte,3,4,1600000000.0
16331,9 a 15 años,130,4,Excelente,,3, Noroccidente,5,5,1600000000.0
16332,16 a 30 años,409,3,Bueno,1º,2, Norte,4,4,1600000000.0
16333,9 a 15 años,300,4,Excelente,1º,4, Noroccidente,6,3,1600000000.0
16341,Más de 30 años,350,8,Excelente,4º,, Centro,1,8,1600000000.0
16342,9 a 15 años,350,6,,,4, Norte,6,4,1600000000.0
16343,16 a 30 años,364,4,Bueno,,7, Noroccidente,5,3,1600000000.0
16348,9 a 15 años,242,6,Excelente,1º,3, Norte,6,5,1600000000.0
16353,Más de 30 años,196,4,Bueno,,, Occidente,4,3,1600000000.0
16359,Más de 30 años,200,0,Bueno,,, Norte,5,0,1650000000.0
16364,Más de 30 años,320,6,Bueno,,2, Chapinero,5,6,1650000000.0
16370,9 a 15 años,346,14,,,, Centro,3,13,1650000000.0
16371,9 a 15 años,346,14,,,, Centro,3,13,1650000000.0
16375,Más de 30 años,326,4,Bueno,,2, Chapinero,5,3,1650000000.0
16378,Más de 30 años,331,5,Remodelar,2º,3, Noroccidente,4,6,1650000000.0
16383,Más de 30 años,393,4,Bueno,,4, Noroccidente,5,4,1650000000.0
16384,16 a 30 años,437,4,,,2, Norte,6,3,1650000000.0
16388,Más de 30 años,393,4,Bueno,,4, Noroccidente,5,4,1650000000.0
16389,16 a 30 años,360,4,Excelente,1º,5, Noroccidente,6,4,1650000000.0
16395,Más de 30 años,370,5,Excelente,3º,3, Noroccidente,5,5,1665000000.0
16396,16 a 30 años,321,4,Bueno,,7, Noroccidente,6,4,1665500000.0
16397,16 a 30 años,321,4,Bueno,,7, Noroccidente,6,4,1665500000.0
16399,Más de 30 años,631,2,Bueno,,2, Occidente,3,3,1680000000.0
16409,Más de 30 años,423,4,Bueno,,4, Norte,6,3,1690000000.0
16416,9 a 15 años,294,5,Excelente,,3, Norte,5,3,1700000000.0
16421,9 a 15 años,260,5,Bueno,,4, Noroccidente,6,4,1700000000.0
16426,16 a 30 años,320,3,Bueno,,2, Norte,6,3,1700000000.0
16427,16 a 30 años,380,6,Excelente,1º,6, Noroccidente,6,6,1700000000.0
16430,Más de 30 años,475,5,Bueno,2º,2, Chapinero,4,8,1700000000.0
16432,16 a 30 años,694,7,Bueno,,4, Norte,6,5,1700000000.0
16433,16 a 30 años,321,6,Bueno,,7, Noroccidente,6,5,1700000000.0
16434,Más de 30 años,224,5,Bueno,2º,4, Norte,6,3,1700000000.0
16436,16 a 30 años,362,5,Excelente,1º,5, Noroccidente,6,4,1700000000.0
16438,9 a 15 años,353,7,Bueno,,5, Norte,6,5,1700000000.0
16443,16 a 30 años,694,5,Bueno,,4, Noroccidente,5,5,1700500000.0
