,Ages,Area,Baths,Condition,Floor,Garages,Location3,Stratum,Rooms,FormatedPrice
14252,16 a 30 años,300,5,Remodelar,1º,2, Norte,4,3,840000000.0
14268,Más de 30 años,178,4,Bueno,2º,1, Norte,5,4,848000000.0
14269,Menos de 1 año,432,6,,,, Occidente,3,11,849900000.0
14272,16 a 30 años,420,4,Bueno,2º,, Noroccidente,4,10,850000000.0
14273,16 a 30 años,202,5,Excelente,2º,3, Occidente,4,4,850000000.0
14274,16 a 30 años,260,4,Excelente,1º,3, Noroccidente,5,4,850000000.0
14279,Más de 30 años,374,5,Bueno,,1, Occidente,3,10,850000000.0
14283,Más de 30 años,242,4,Excelente,2º,1, Chapinero,3,3,850000000.0
14286,Más de 30 años,300,2,,,2, Occidente,4,4,850000000.0
14290,16 a 30 años,244,4,,,2, Occidente,4,4,850000000.0
14295,16 a 30 años,196,3,Bueno,2º,2, Occidente,4,5,850000000.0
14299,1 a 8 años,197,5,Excelente,3º,2, Noroccidente,5,4,850000000.0
14303,Más de 30 años,226,2,Bueno,2º,2, Chapinero,4,4,850000000.0
14304,Más de 30 años,395,0,Excelente,,, Sur,3,0,850000000.0
14307,16 a 30 años,260,2,Bueno,1º,2, Noroccidente,5,4,850000000.0
14310,1 a 8 años,280,5,Excelente,4º,3, Noroccidente,6,4,850000000.0
14313,1 a 8 años,197,5,Excelente,3º,2, Noroccidente,5,4,850000000.0
14315,Más de 30 años,311,3,Bueno,,, Chapinero,3,3,850000000.0
14322,9 a 15 años,400,6,Excelente,2º,1, Noroccidente,3,7,850000000.0
14327,Más de 30 años,237,3,Excelente,3º,2, Noroccidente,5,4,850000000.0
14330,Más de 30 años,473,10,Excelente,1º,, Chapinero,3,10,850000000.0
14341,1 a 8 años,84,5,Excelente,4º,1, Occidente,3,8,850000000.0
14346,Más de 30 años,267,4,Excelente,,2, Noroccidente,5,5,850000000.0
14348,1 a 8 años,84,5,Excelente,4º,1, Occidente,3,8,850000000.0
14349,16 a 30 años,180,3,Bueno,3º,2, Noroccidente,6,3,850000000.0
14350,Más de 30 años,269,4,Remodelar,2º,6, Noroccidente,5,5,850000000.0
14352,1 a 8 años,200,4,Bueno,3º,3, Occidente,3,7,850000000.0
14353,9 a 15 años,193,5,Excelente,1º,2, Norte,6,4,850000000.0
14355,16 a 30 años,340,3,Bueno,2º,2, Occidente,4,6,850000000.0
14357,Más de 30 años,195,2,Bueno,,4, Norte,4,4,850000000.0
14363,9 a 15 años,174,4,Bueno,,3, Noroccidente,4,4,850000000.0
14366,1 a 8 años,250,4,Excelente,3º,, Occidente,3,7,850000000.0
14373,16 a 30 años,468,2,Excelente,,3, Sur,3,5,850000000.0
14375,Más de 30 años,350,4,Excelente,3º,1, Occidente,3,5,850000000.0
14376,9 a 15 años,180,4,Bueno,2º,4, Occidente,4,5,850000000.0
14381,Más de 30 años,243,5,Bueno,,3, Noroccidente,5,4,850000000.0
14382,Más de 30 años,242,3,Bueno,2º,3, Noroccidente,5,4,850000000.0
14383,Más de 30 años,336,4,Bueno,2º,3, Sur,3,7,850000000.0
14384,Más de 30 años,243,3,Bueno,,3, Noroccidente,5,3,850000000.0
14388,Más de 30 años,243,5,Bueno,,3, Noroccidente,5,4,850000000.0
14389,16 a 30 años,262,4,Bueno,2º,2, Noroccidente,5,4,850000000.0
14392,Más de 30 años,200,5,Bueno,,3, Norte,4,4,850000000.0
14395,16 a 30 años,197,4,Bueno,3º,2, Noroccidente,5,4,850000000.0
14396,1 a 8 años,84,5,Excelente,4º,1, Occidente,3,8,850000000.0
14397,Menos de 1 año,600,6,Excelente,1º,10, Norte,2,8,850000000.0
14402,16 a 30 años,270,5,Excelente,3º,2, Centro,3,10,850000000.0
14403,Más de 30 años,336,4,Bueno,2º,3, Sur,3,7,850000000.0
14405,1 a 8 años,84,5,Excelente,4º,1, Occidente,3,8,850000000.0
14407,Más de 30 años,250,5,Bueno,,1, Occidente,4,4,850000000.0
14409,Más de 30 años,242,3,Bueno,2º,3, Noroccidente,5,4,850000000.0
14411,1 a 8 años,428,5,Bueno,,2, Occidente,3,4,850000000.0
14417,1 a 8 años,172,3,Excelente,2º,1, Chapinero,4,4,850000000.0
14423,Menos de 1 año,289,4,Excelente,,3, Sur,3,3,855000000.0
14430,16 a 30 años,180,4,Bueno,4º,2, Noroccidente,4,3,860000000.0
14433,9 a 15 años,200,4,Excelente,,3, Noroccidente,5,5,860000000.0
14439,9 a 15 años,200,4,Excelente,,3, Noroccidente,5,5,860000000.0
14441,Más de 30 años,220,4,Bueno,,3, Noroccidente,5,4,860000000.0
14442,9 a 15 años,200,4,Excelente,,3, Noroccidente,5,5,860000000.0
14444,Más de 30 años,240,4,Bueno,2º,3, Noroccidente,5,4,860000000.0
14447,9 a 15 años,200,4,Excelente,,3, Noroccidente,5,5,860000000.0
14449,16 a 30 años,240,3,Excelente,2º,2, Occidente,4,3,860000000.0
14451,Más de 30 años,220,4,Bueno,,3, Noroccidente,5,4,860000000.0
14453,9 a 15 años,200,4,Excelente,,3, Noroccidente,5,5,860000000.0
14455,Más de 30 años,220,4,Bueno,,3, Noroccidente,5,4,860000000.0
14462,16 a 30 años,168,6,Excelente,3º,2, Occidente,3,10,865000000.0
14463,16 a 30 años,265,4,Excelente,1º,3, Noroccidente,4,3,865000000.0
14464,Más de 30 años,200,3,Bueno,,1, Norte,3,5,870000000.0
14468,Más de 30 años,265,0,Bueno,,, Occidente,5,5,870000000.0
14469,Más de 30 años,261,3,Bueno,2º,1, Noroccidente,4,3,870000000.0
14476,16 a 30 años,288,4,Excelente,3º,3, Sur,3,3,870000000.0
14478,Más de 30 años,257,3,Excelente,2º,2, Noroccidente,5,3,870000000.0
14485,16 a 30 años,306,3,Excelente,3º,3, Sur,3,7,870000000.0
14491,16 a 30 años,196,2,Bueno,1º,2, Occidente,4,5,870000000.0
14498,16 a 30 años,108,4,Bueno,,2, Norte,5,5,870000000.0
14501,16 a 30 años,195,4,Bueno,3º,2, Noroccidente,5,3,870000000.0
14509,Más de 30 años,400,3,Bueno,2º,2, Noroccidente,4,5,870000000.0
14520,Más de 30 años,261,4,Bueno,,3, Norte,5,4,879999000.0
14523,Más de 30 años,331,4,Excelente,,, Occidente,3,3,880000000.0
14524,16 a 30 años,370,4,Bueno,2º,2, Occidente,4,4,880000000.0
14525,1 a 8 años,250,4,Excelente,,3, Noroccidente,5,4,880000000.0
14526,Más de 30 años,289,3,Bueno,2º,2, Noroccidente,5,4,880000000.0
14530,16 a 30 años,320,6,Excelente,3º,5, Noroccidente,5,6,880000000.0
14531,16 a 30 años,320,6,Excelente,3º,5, Noroccidente,5,6,880000000.0
14534,Más de 30 años,250,5,Excelente,2º,3, Noroccidente,5,5,880000000.0
14540,Más de 30 años,289,4,Bueno,,2, Occidente,4,5,880000000.0
14541,16 a 30 años,300,4,Bueno,2º,2, Occidente,4,8,880000000.0
14543,16 a 30 años,320,6,Excelente,3º,5, Noroccidente,5,6,880000000.0
14544,Más de 30 años,289,4,Bueno,,2, Occidente,4,5,880000000.0
14545,9 a 15 años,320,5,Excelente,3º,5, Noroccidente,5,6,880000000.0
14550,Más de 30 años,289,4,Bueno,,2, Occidente,4,5,880000000.0
14553,16 a 30 años,320,6,Excelente,3º,5, Noroccidente,5,6,880000000.0
14558,Menos de 1 año,511,0,,,, Chapinero,3,0,880000000.0
14563,Más de 30 años,356,4,Excelente,2º,2, Noroccidente,4,4,880000000.0
14564,Más de 30 años,249,4,,,2, Noroccidente,5,4,880000000.0
14566,Más de 30 años,289,4,Bueno,,2, Occidente,4,5,880000000.0
14567,9 a 15 años,225,4,Excelente,3º,2, Noroccidente,4,5,880000000.0
14571,1 a 8 años,720,11,Excelente,4º,, Occidente,3,15,880000000.0
14572,16 a 30 años,263,4,Bueno,2º,, Noroccidente,3,4,880000000.0
14574,9 a 15 años,239,5,Excelente,1º,4, Noroccidente,5,5,880000000.0
14576,16 a 30 años,320,6,Excelente,3º,5, Noroccidente,5,6,880000000.0
14578,9 a 15 años,280,5,,,1, Noroccidente,5,6,880000000.0
14579,9 a 15 años,230,4,Excelente,3º,2, Noroccidente,5,4,880000000.0
14581,Más de 30 años,249,5,Bueno,,3, Noroccidente,5,3,880000000.0
14582,Más de 30 años,340,5,Excelente,Otros,1, Occidente,4,5,880000000.0
14584,Más de 30 años,250,4,Excelente,1º,2, Occidente,4,4,885000001.0
14585,Más de 30 años,250,4,Excelente,1º,2, Occidente,4,4,885000001.0
14586,Más de 30 años,250,4,Excelente,1º,2, Occidente,4,4,885000001.0
14587,Más de 30 años,250,4,Excelente,1º,2, Occidente,4,4,885000001.0
14588,Más de 30 años,250,4,Excelente,1º,2, Occidente,4,4,885000001.0
14592,9 a 15 años,375,2,Bueno,2º,2, Noroccidente,5,4,890000000.0
14593,16 a 30 años,335,5,Remodelar,,2, Chapinero,4,5,890000000.0
14596,16 a 30 años,280,3,Excelente,2º,4, Occidente,4,4,890000000.0
14597,16 a 30 años,335,5,Remodelar,,2, Chapinero,4,5,890000000.0
14598,9 a 15 años,208,4,Excelente,,2, Noroccidente,5,3,890000000.0
14599,16 a 30 años,216,3,Excelente,2º,2, Chapinero,4,3,890000000.0
14600,Más de 30 años,196,3,,,3, Norte,4,4,890000000.0
14603,16 a 30 años,335,5,Remodelar,,2, Chapinero,4,5,890000000.0
14605,16 a 30 años,335,5,Remodelar,,2, Chapinero,4,5,890000000.0
14609,16 a 30 años,186,5,Excelente,4º,2, Norte,5,4,890000000.0
14612,16 a 30 años,450,4,Excelente,2º,3, Noroccidente,4,5,890000000.0
14613,Más de 30 años,320,4,Excelente,,2, Occidente,4,5,890000000.0
14614,16 a 30 años,191,9,Excelente,3º,, Noroccidente,3,11,890000000.0
14616,Más de 30 años,260,4,Excelente,2º,2, Noroccidente,5,5,890000000.0
14618,16 a 30 años,450,4,Excelente,2º,3, Noroccidente,4,5,890000000.0
14619,Más de 30 años,317,4,Bueno,2º,6, Noroccidente,5,4,890000000.0
14623,Más de 30 años,231,3,,,2, Noroccidente,5,5,890000000.0
14626,16 a 30 años,185,5,Excelente,3º,2, Norte,5,4,890000000.0
14629,9 a 15 años,170,4,Excelente,1º,2, Occidente,4,4,890000000.0
14630,9 a 15 años,270,3,Excelente,2º,3, Occidente,4,5,890000000.0
14632,16 a 30 años,335,5,Remodelar,,2, Chapinero,4,5,890000000.0
14634,1 a 8 años,325,6,Bueno,,3, Norte,6,3,890000000.0
14636,9 a 15 años,169,3,Excelente,1º,2, Noroccidente,6,3,890000000.0
14645,9 a 15 años,270,3,Excelente,2º,3, Occidente,4,5,890000000.0
14655,Más de 30 años,320,4,Bueno,2º,1, Chapinero,3,7,895000000.0
14656,9 a 15 años,291,3,Bueno,2º,3, Occidente,4,3,895000000.0
14659,1 a 8 años,254,5,Excelente,3º,2, Noroccidente,4,4,895000000.0
14663,16 a 30 años,251,4,Bueno,2º,6, Noroccidente,6,3,899000000.0
14665,Más de 30 años,340,5,Bueno,2º,, Sur,3,3,899999999.0
14668,9 a 15 años,180,4,,,1, Centro,4,4,900000000.0
14671,Más de 30 años,288,4,Bueno,1º,2, Occidente,4,5,900000000.0
14675,16 a 30 años,600,0,,2º,1, Occidente,4,0,900000000.0
14677,Más de 30 años,245,5,Bueno,2º,2, Noroccidente,5,5,900000000.0
14678,Más de 30 años,486,6,Bueno,,, Occidente,3,10,900000000.0
14679,16 a 30 años,270,4,Excelente,4º,, Chapinero,4,4,900000000.0
14681,16 a 30 años,524,4,Bueno,3º,, Sur,3,6,900000000.0
14682,Más de 30 años,190,3,Excelente,,2, Noroccidente,5,3,900000000.0
14684,1 a 8 años,400,5,Excelente,3º,2, Noroccidente,3,4,900000000.0
14686,16 a 30 años,527,6,Bueno,4º,, Sur,3,7,900000000.0
14691,16 a 30 años,230,5,Bueno,3º,1, Sur,2,11,900000000.0
14693,16 a 30 años,110,4,Excelente,3º,4, Occidente,4,4,900000000.0
14694,16 a 30 años,340,1,Bueno,,2, Occidente,4,4,900000000.0
14695,16 a 30 años,175,3,Bueno,2º,2, Norte,5,3,900000000.0
14696,9 a 15 años,400,3,Excelente,,2, Noroccidente,6,3,900000000.0
14699,Más de 30 años,190,3,Excelente,,2, Noroccidente,5,3,900000000.0
14700,1 a 8 años,254,5,Excelente,3º,2, Noroccidente,4,4,900000000.0
14702,9 a 15 años,300,5,Excelente,3º,1, Sur,3,6,900000000.0
14706,16 a 30 años,300,4,Excelente,1º,4, Noroccidente,5,4,900000000.0
14707,9 a 15 años,200,3,Excelente,,3, Noroccidente,5,3,900000000.0
14709,Más de 30 años,225,3,Excelente,,2, Noroccidente,6,3,900000000.0
14713,9 a 15 años,188,4,Excelente,,2, Noroccidente,5,4,900000000.0
14714,16 a 30 años,198,4,Excelente,,2, Norte,4,4,900000000.0
14717,Más de 30 años,384,3,Bueno,2º,1, Chapinero,4,4,900000000.0
14718,Más de 30 años,320,3,,2º,2, Norte,4,4,900000000.0
14723,1 a 8 años,319,7,Excelente,4º,, Noroccidente,3,10,900000000.0
14725,16 a 30 años,190,4,Excelente,2º,2, Norte,6,1,900000000.0
14727,16 a 30 años,280,4,Bueno,2º,2, Occidente,4,5,900000000.0
14728,Más de 30 años,228,1,Bueno,Otros,4, Chapinero,4,9,900000000.0
14738,Más de 30 años,200,5,Excelente,2º,3, Noroccidente,5,3,900000000.0
14740,16 a 30 años,217,4,Excelente,,4, Norte,5,3,900000000.0
14741,Más de 30 años,285,3,Excelente,,2, Norte,4,3,900000000.0
14743,16 a 30 años,207,3,Excelente,2º,2, Centro,4,6,900000000.0
14747,Más de 30 años,190,3,Excelente,,2, Noroccidente,5,3,900000000.0
14748,16 a 30 años,217,4,Excelente,,4, Norte,5,3,900000000.0
14755,16 a 30 años,217,4,Excelente,,4, Norte,5,3,900000000.0
14758,9 a 15 años,205,3,Excelente,,2, Norte,6,3,905000000.0
14762,16 a 30 años,196,5,Bueno,1º,3, Norte,5,3,910000000.0
14763,9 a 15 años,182,5,Excelente,4º,3, Norte,5,3,910000000.0
14765,16 a 30 años,196,5,Bueno,1º,3, Norte,5,3,910000000.0
14767,Más de 30 años,310,4,Excelente,2º,3, Noroccidente,5,5,910000000.0
14768,16 a 30 años,172,4,Excelente,3º,3, Norte,5,4,910000000.0
14781,9 a 15 años,157,3,Excelente,,, Chapinero,5,3,920000000.0
14783,9 a 15 años,157,3,Excelente,,, Chapinero,5,3,920000000.0
14788,Más de 30 años,192,2,Bueno,,2, Noroccidente,4,3,920000000.0
14790,16 a 30 años,240,4,Excelente,2º,3, Noroccidente,5,4,920000000.0
14795,16 a 30 años,200,4,Excelente,2º,1, Noroccidente,3,4,920000000.0
14797,Más de 30 años,400,8,Bueno,3º,3, Chapinero,3,13,920000000.0
14799,Más de 30 años,192,2,Bueno,,2, Noroccidente,4,3,920000000.0
14802,Más de 30 años,293,6,Excelente,3º,3, Noroccidente,4,5,920000001.0
14805,9 a 15 años,193,3,Bueno,3º,2, Norte,5,3,925000000.0
14809,1 a 8 años,340,4,Excelente,,5, Norte,4,5,930000000.0
14811,9 a 15 años,200,3,Excelente,2º,2, Occidente,4,3,930000000.0
14821,Más de 30 años,288,4,Bueno,,2, Noroccidente,5,4,930000000.0
14824,Más de 30 años,200,3,Bueno,,, Chapinero,4,4,930000000.0
14827,9 a 15 años,250,5,Excelente,1º,2, Noroccidente,6,4,930000000.0
14841,16 a 30 años,215,2,Bueno,2º,3, Norte,4,3,940000000.0
14861,16 a 30 años,184,5,Excelente,1º,2, Noroccidente,6,3,949000000.0
14862,Más de 30 años,210,3,Bueno,,2, Norte,5,4,949232400.0
14863,Más de 30 años,424,4,Bueno,2º,3, Occidente,4,4,949999999.0
14869,16 a 30 años,200,3,Excelente,6º,3, Occidente,4,4,950000000.0
14870,1 a 8 años,144,6,,,, Noroccidente,3,12,950000000.0
14873,1 a 8 años,280,0,Excelente,1º,, Noroccidente,3,0,950000000.0
14876,Más de 30 años,242,5,Excelente,,2, Norte,5,4,950000000.0
14878,16 a 30 años,220,4,Bueno,,4, Norte,5,4,950000000.0
14880,Más de 30 años,224,4,Excelente,2º,4, Noroccidente,4,3,950000000.0
14884,16 a 30 años,302,5,Excelente,1º,2, Noroccidente,5,5,950000000.0
14886,1 a 8 años,320,3,Excelente,2º,1, Sur,2,4,950000000.0
14887,16 a 30 años,236,3,,,2, Occidente,3,4,950000000.0
14889,16 a 30 años,240,3,Bueno,2º,4, Occidente,5,4,950000000.0
14891,16 a 30 años,236,3,,,2, Occidente,3,4,950000000.0
14893,16 a 30 años,312,5,,,2, Occidente,4,5,950000000.0
14894,9 a 15 años,168,8,,,1, Noroccidente,2,12,950000000.0
14897,16 a 30 años,600,5,Excelente,3º,3, Occidente,4,5,950000000.0
14899,16 a 30 años,229,3,Bueno,Otros,1, Norte,4,7,950000000.0
14901,Más de 30 años,220,4,Excelente,2º,2, Norte,5,4,950000000.0
14906,Más de 30 años,225,0,Excelente,,, Chapinero,3,0,950000000.0
14913,1 a 8 años,286,3,Excelente,,3, Noroccidente,4,4,950000000.0
14914,16 a 30 años,360,5,Excelente,2º,4, Chapinero,4,4,950000000.0
14915,Más de 30 años,220,4,Excelente,2º,2, Norte,5,4,950000000.0
14917,Más de 30 años,317,2,Bueno,,4, Noroccidente,5,4,950000000.0
14919,Más de 30 años,317,2,Bueno,,4, Noroccidente,5,4,950000000.0
14923,16 a 30 años,265,4,Remodelar,2º,4, Noroccidente,4,4,950000000.0
14924,Más de 30 años,210,4,Excelente,2º,2, Norte,5,5,950000000.0
14926,9 a 15 años,317,5,Excelente,1º,6, Noroccidente,5,4,950000000.0
14929,16 a 30 años,315,4,Excelente,Otros,1, Sur,3,8,950000000.0
14932,9 a 15 años,300,4,Excelente,,2, Chapinero,5,5,950000000.0
14935,16 a 30 años,370,4,Bueno,1º,1, Occidente,4,5,950000000.0
14936,16 a 30 años,620,4,Excelente,1º,2, Chapinero,4,9,950000000.0
14938,Más de 30 años,285,3,Excelente,2º,4, Chapinero,3,5,950000000.0
14942,16 a 30 años,315,4,Excelente,Otros,1, Sur,3,8,950000000.0
14944,16 a 30 años,283,3,Bueno,2º,2, Chapinero,3,4,950000000.0
14945,16 a 30 años,290,4,Bueno,,2, Noroccidente,4,5,950000000.0
14946,Más de 30 años,210,1,Bueno,,4, Noroccidente,3,10,950000000.0
14948,9 a 15 años,117,3,Excelente,Otros,1, Norte,3,2,950000000.0
14949,Más de 30 años,260,4,Excelente,2º,3, Noroccidente,5,4,950000000.0
14953,16 a 30 años,183,4,Bueno,,2, Occidente,4,4,950000000.0
14956,16 a 30 años,317,4,Bueno,,4, Noroccidente,4,5,950000000.0
14957,Más de 30 años,273,4,Excelente,1º,3, Noroccidente,5,4,950000000.0
14958,Más de 30 años,220,4,Excelente,2º,2, Norte,5,4,950000000.0
14959,Más de 30 años,158,4,Remodelar,2º,2, Norte,4,4,950000000.0
14960,16 a 30 años,220,4,Bueno,,4, Norte,5,4,950000000.0
14964,16 a 30 años,465,6,Excelente,,4, Occidente,4,7,950000000.0
14966,16 a 30 años,283,3,Bueno,2º,2, Chapinero,3,4,950000000.0
14968,Más de 30 años,120,6,Bueno,3º,, Sur,3,10,950000000.0
14971,Más de 30 años,148,4,Bueno,,2, Occidente,4,3,950000000.0
14973,16 a 30 años,283,3,Bueno,2º,2, Chapinero,3,4,950000000.0
14978,Más de 30 años,452,8,Bueno,3º,1, Occidente,3,7,950500000.0
14985,Más de 30 años,248,4,Bueno,,4, Noroccidente,6,4,960000000.0
14987,16 a 30 años,254,4,Bueno,2º,3, Occidente,4,5,960000000.0
14988,Más de 30 años,332,4,Excelente,,1, Chapinero,4,5,960000000.0
14989,16 a 30 años,280,4,Bueno,2º,3, Noroccidente,6,4,960000000.0
14999,16 a 30 años,248,4,Excelente,1º,4, Noroccidente,6,3,960000000.0
15000,16 a 30 años,248,4,Excelente,1º,4, Noroccidente,6,3,960000000.0
15002,16 a 30 años,243,3,Excelente,,2, Noroccidente,4,3,960000000.0
15006,Más de 30 años,280,4,Excelente,2º,4, Occidente,4,4,960000000.0
15007,Más de 30 años,275,3,Bueno,2º,3, Norte,6,4,965000000.0
15016,16 a 30 años,349,4,Excelente,3º,, Sur,3,7,970000000.0
15020,16 a 30 años,270,5,Excelente,,3, Noroccidente,5,4,970000000.0
15026,16 a 30 años,415,0,Bueno,,, Norte,2,0,970000000.0
15030,16 a 30 años,270,5,Excelente,,3, Noroccidente,5,4,970000000.0
15031,Más de 30 años,127,4,Bueno,,2, Norte,6,4,970000000.0
15033,16 a 30 años,270,5,Excelente,,3, Noroccidente,5,4,970000000.0
15034,16 a 30 años,213,4,Excelente,,3, Norte,5,5,970000000.0
15045,16 a 30 años,270,5,Excelente,,3, Noroccidente,5,4,970000000.0
15057,Más de 30 años,420,7,Remodelar,,2, Norte,3,15,980000000.0
15059,Más de 30 años,334,6,Bueno,,4, Norte,4,4,980000000.0
15060,16 a 30 años,350,3,Bueno,,2, Occidente,4,8,980000000.0
15061,1 a 8 años,474,8,Bueno,,4, Occidente,4,10,980000000.0
15064,9 a 15 años,200,5,Excelente,1º,3, Norte,5,3,980000000.0
15065,16 a 30 años,221,4,Bueno,,3, Norte,6,3,980000000.0
15072,Más de 30 años,180,5,Bueno,2º,1, Occidente,3,5,980000000.0
15075,Más de 30 años,177,4,Bueno,,2, Norte,6,3,980000000.0
15076,1 a 8 años,500,6,Excelente,3º,3, Occidente,4,5,980000000.0
15079,16 a 30 años,220,4,Bueno,,3, Noroccidente,5,3,980000000.0
15080,16 a 30 años,250,3,Bueno,,2, Norte,5,4,980000000.0
15082,Más de 30 años,230,3,Bueno,2º,1, Chapinero,5,5,980000000.0
15084,Más de 30 años,190,2,Remodelar,1º,, Chapinero,3,5,980000000.0
15085,16 a 30 años,232,3,Bueno,2º,2, Norte,5,3,980000000.0
15088,Más de 30 años,270,4,Remodelar,,1, Chapinero,4,3,980000000.0
15093,Más de 30 años,401,6,Bueno,,1, Occidente,3,12,980000000.0
15103,Más de 30 años,249,5,Bueno,,1, Noroccidente,5,9,980500000.0
15105,Más de 30 años,230,3,Remodelar,,4, Norte,4,5,985000000.0
15111,Más de 30 años,219,5,Bueno,,3, Norte,5,4,990000000.0
15115,Más de 30 años,263,4,,,2, Noroccidente,4,4,990000000.0
15116,16 a 30 años,215,3,Bueno,1º,1, Noroccidente,5,4,990000000.0
15119,16 a 30 años,239,4,Bueno,2º,2, Noroccidente,5,3,990000000.0
15120,16 a 30 años,412,5,Excelente,1º,4, Norte,4,5,990000000.0
15121,9 a 15 años,239,3,Excelente,2º,3, Noroccidente,5,4,990000000.0
15123,Más de 30 años,251,5,Excelente,2º,4, Noroccidente,5,6,990000000.0
15126,16 a 30 años,412,5,Excelente,1º,4, Norte,4,5,990000000.0
15130,Más de 30 años,220,3,Bueno,,4, Norte,5,3,990500000.0
15133,Más de 30 años,298,4,Remodelar,1º,3, Noroccidente,5,6,995000000.0
15135,16 a 30 años,230,3,Bueno,5º,4, Norte,6,4,995000000.0
15153,Más de 30 años,290,3,Bueno,,2, Norte,4,4,999000000.0
15154,16 a 30 años,200,5,Bueno,,2, Norte,3,3,999900000.0
15155,16 a 30 años,174,5,Bueno,3º,3, Norte,6,4,999999999.0
15156,16 a 30 años,174,5,Bueno,3º,3, Norte,6,4,999999999.0
15158,16 a 30 años,275,3,,,3, Noroccidente,5,4,1000000000.0
15159,16 a 30 años,480,3,Bueno,,1, Centro,4,18,1000000000.0
15160,16 a 30 años,174,5,Excelente,5º,3, Norte,6,4,1000000000.0
15163,Menos de 1 año,605,10,Excelente,6º,, Occidente,2,20,1000000000.0
15164,Más de 30 años,230,3,,,3, Noroccidente,5,3,1000000000.0
15165,Más de 30 años,196,4,Bueno,1º,3, Noroccidente,5,4,1000000000.0
15167,16 a 30 años,450,4,Excelente,4º,3, Noroccidente,6,6,1000000000.0
15173,1 a 8 años,196,0,Excelente,1º,3, Occidente,4,0,1000000000.0
15174,1 a 8 años,278,5,Excelente,2º,4, Occidente,4,4,1000000000.0
15175,Menos de 1 año,338,2,,,, Occidente,4,3,1000000000.0
15178,Más de 30 años,186,4,Excelente,,1, Chapinero,4,5,1000000000.0
15181,16 a 30 años,123,5,,,2, Centro,4,4,1000000000.0
15182,9 a 15 años,576,9,,6º,, Sur,3,10,1000000000.0
15189,16 a 30 años,174,5,Excelente,5º,3, Norte,6,4,1000000000.0
15190,16 a 30 años,1000,4,Excelente,2º,4, Noroccidente,4,4,1000000000.0
15191,Más de 30 años,320,4,Bueno,,3, Chapinero,4,5,1000000000.0
15193,9 a 15 años,101,4,Bueno,3º,1, Norte,4,3,1000000000.0
15195,9 a 15 años,252,0,Excelente,Otros,2, Sur,3,0,1000000000.0
15197,1 a 8 años,225,5,Excelente,,3, Noroccidente,6,4,1000000000.0
15199,Más de 30 años,328,3,Bueno,,3, Norte,4,5,1000000000.0
15203,Menos de 1 año,605,10,Excelente,6º,, Occidente,2,20,1000000000.0
15205,16 a 30 años,174,5,Excelente,5º,3, Norte,6,4,1000000000.0
15207,1 a 8 años,200,5,Excelente,3º,3, Norte,6,4,1000000000.0
15208,1 a 8 años,281,4,Bueno,2º,5, Noroccidente,5,4,1000000000.0
15232,1 a 8 años,445,1,,,4, Noroccidente,4,4,1050000000.0
15234,Más de 30 años,245,2,Bueno,,1, Chapinero,4,4,1050000000.0
15245,16 a 30 años,198,3,Bueno,,2, Norte,6,3,1050000000.0
15247,Más de 30 años,342,3,Excelente,2º,3, Noroccidente,5,4,1050000000.0
15248,Más de 30 años,400,8,,,2, Norte,4,4,1050000000.0
15251,Más de 30 años,227,4,Bueno,,2, Norte,4,3,1050000000.0
15258,Más de 30 años,208,4,Remodelar,,2, Norte,6,4,1050000000.0
15261,9 a 15 años,232,2,Excelente,2º,2, Chapinero,4,3,1050000000.0
15272,9 a 15 años,470,9,Excelente,3º,, Sur,3,12,1050000000.0
15279,Más de 30 años,257,2,Bueno,,1, Norte,4,4,1075500000.0
15284,16 a 30 años,245,3,Excelente,2º,2, Noroccidente,5,4,1080000000.0
15285,16 a 30 años,245,3,Excelente,2º,2, Noroccidente,5,4,1080000000.0
15289,16 a 30 años,245,3,Excelente,2º,2, Noroccidente,5,4,1080000000.0
15293,Más de 30 años,415,7,Bueno,3º,1, Noroccidente,3,7,1099999999.0
15298,16 a 30 años,190,4,Excelente,3º,2, Norte,5,4,1100000000.0
15301,Más de 30 años,400,3,Bueno,1º,4, Noroccidente,5,4,1100000000.0
15305,16 a 30 años,364,0,Bueno,,4, Noroccidente,5,6,1100000000.0
15308,Menos de 1 año,532,4,Excelente,5º,1, Occidente,3,4,1100000000.0
15310,1 a 8 años,400,5,Excelente,3º,2, Occidente,3,5,1100000000.0
15315,16 a 30 años,185,4,Bueno,,2, Norte,5,4,1100000000.0
15316,16 a 30 años,200,4,Bueno,2º,3, Noroccidente,5,4,1100000000.0
15318,16 a 30 años,287,3,,,4, Centro,4,4,1100000000.0
15319,9 a 15 años,300,4,Excelente,1º,4, Noroccidente,5,3,1100000000.0
15322,Más de 30 años,364,3,Bueno,2º,5, Norte,5,4,1100000000.0
15325,1 a 8 años,260,5,Bueno,,4, Norte,5,4,1100000000.0
15326,16 a 30 años,250,4,Remodelar,,2, Noroccidente,3,3,1100000000.0
15327,Más de 30 años,250,3,Bueno,,2, Norte,4,3,1100000000.0
15332,1 a 8 años,256,3,Excelente,2º,1, Norte,6,5,1100000000.0
15333,Más de 30 años,188,5,Bueno,Otros,2, Norte,6,3,1100000000.0
15336,Más de 30 años,460,6,Bueno,2º,2, Chapinero,4,8,1100000000.0
15338,9 a 15 años,270,4,Excelente,,3, Noroccidente,6,3,1100000000.0
15340,1 a 8 años,325,6,Excelente,,3, Noroccidente,5,5,1100000000.0
